text,intent
I have got to notify of troubles with payments,payment_issue
i have a trouble trying to update my address,change_shipping_address
I would like to check the compensation status,track_refund
I cannot see the current status of the refund,track_refund
I need help informing of payment issues,payment_issue
I want help to report a bloody error with onlien payments,payment_issue
i have a problem with cancelling order {{Order Number}},cancel_order
is it possibpe to check how long refunds take,check_refund_policy
i cant make payments how to inform of issues with payment,payment_issue
"I want to see how long refunds take, how to do it?",check_refund_policy
"I do not want this item, I try to cancel order {{Order Number}}",cancel_order
i want help modifying the address,change_shipping_address
want supports trying to modify the address,change_shipping_address
I want support trying to modify my shipping address,change_shipping_address
I want help to check if there are any news on the refund,track_refund
where  do i check the withdrawal penalties,check_cancellation_fee
want assistance seeing my compensation current status,track_refund
i have issues modifying the address,change_shipping_address
I'm waiting for a reimbjrsement of {{Currency Symbol}}{{Refund Amount}},track_refund
help canceling purchase {{Order Number}},cancel_order
is it possible to get in touch with customer assistance?,contact_customer_service
I espect a goddamn reimbursement of {{Currency Symbol}}{{Refund Amount}},track_refund
is it possible to see the early exit fees?,check_cancellation_fee
i try to report an payment error,payment_issue
what do i need to do to report troubles with online payment,payment_issue
I do not know how I  can see your money back guarantee,check_refund_policy
help seeing in what situations can i request reimbursements,check_refund_policy
can you help me cancelling order {{Order Number}}?,cancel_order
i have got to talk with customer service i need assistance,contact_customer_service
need assistance to check in what cases can I request refunds,check_refund_policy
"I want to check your regund policy, help me",check_refund_policy
"I want to see your money back policy, I need help",check_refund_policy
I try to see in which cases can I ask for reimbursements,check_refund_policy
can i order from {{Delivery City}},delivery_options
how can i see the withdrawal fees,check_cancellation_fee
I cannot check if there are any news on my rebate,track_refund
help to see what delivery options you offer,delivery_options
I cannot change the shipping address,change_shipping_address
I have got to see in which situations can I ask for a refund,check_refund_policy
"I need to know if there are any news on my rebate, help me",track_refund
help to modify my fucking shipping address,change_shipping_address
see in which situations can i request to be reimbursed,check_refund_policy
I'm calling to see the shipment methods,delivery_options
can you help me cancelling purchase {{Order Number}}?,cancel_order
help me checking the cancellation charge,check_cancellation_fee
"I need to see your money back guarantee, how do I do it?",check_refund_policy
need to check ur money back ugarantee,check_refund_policy
help me change the address,change_shipping_address
d uship to {{Delivery City}},delivery_options
